network_id,class,graph_in_class,graph_global_id,graph_desc,logic_code,gate_A,gate_B,rule_A,rule_B,edge_AA,edge_AB,edge_BA,edge_BB,start_state,A_update_only,B_update_only
58,6,8,29,"A⊣A,B⊣B,A⊣B",AA,AND,AND,A' = !A & !B,B' = !B,-1,0,-1,-1,11,01,10
59,6,8,29,"A⊣A,B⊣B,A⊣B",OA,AND,OR,A' = !A | !B,B' = !B,-1,0,-1,-1,00,10,01
59,6,8,29,"A⊣A,B⊣B,A⊣B",OA,AND,OR,A' = !A | !B,B' = !B,-1,0,-1,-1,01,11,00
59,6,8,29,"A⊣A,B⊣B,A⊣B",OA,AND,OR,A' = !A | !B,B' = !B,-1,0,-1,-1,10,10,11
59,6,8,29,"A⊣A,B⊣B,A⊣B",OA,AND,OR,A' = !A | !B,B' = !B,-1,0,-1,-1,11,01,10
60,7,1,30,"A→A,B→B,A→B,B→A",AA,AND,AND,A' = A & B,B' = B & A,1,1,1,1,00,00,00
60,7,1,30,"A→A,B→B,A→B,B→A",AA,AND,AND,A' = A & B,B' = B & A,1,1,1,1,01,01,00
60,7,1,30,"A→A,B→B,A→B,B→A",AA,AND,AND,A' = A & B,B' = B & A,1,1,1,1,10,00,10
60,7,1,30,"A→A,B→B,A→B,B→A",AA,AND,AND,A' = A & B,B' = B & A,1,1,1,1,11,11,11
61,7,1,30,"A→A,B→B,A→B,B→A",OA,AND,OR,A' = A | B,B' = B & A,1,1,1,1,00,00,00
61,7,1,30,"A→A,B→B,A→B,B→A",OA,AND,OR,A' = A | B,B' = B & A,1,1,1,1,01,11,00
61,7,1,30,"A→A,B→B,A→B,B→A",OA,AND,OR,A' = A | B,B' = B & A,1,1,1,1,10,10,10
61,7,1,30,"A→A,B→B,A→B,B→A",OA,AND,OR,A' = A | B,B' = B & A,1,1,1,1,11,11,11
62,7,1,30,"A→A,B→B,A→B,B→A",OO,OR,OR,A' = A | B,B' = B | A,1,1,1,1,00,00,00
62,7,1,30,"A→A,B→B,A→B,B→A",OO,OR,OR,A' = A | B,B' = B | A,1,1,1,1,01,11,01
62,7,1,30,"A→A,B→B,A→B,B→A",OO,OR,OR,A' = A | B,B' = B | A,1,1,1,1,10,10,11
62,7,1,30,"A→A,B→B,A→B,B→A",OO,OR,OR,A' = A | B,B' = B | A,1,1,1,1,11,11,11
63,7,2,31,"A→A,B→B,A→B,B⊣A",AA,AND,AND,A' = A & !B,B' = B & A,1,1,-1,1,00,00,00
63,7,2,31,"A→A,B→B,A→B,B⊣A",AA,AND,AND,A' = A & !B,B' = B & A,1,1,-1,1,01,01,00
63,7,2,31,"A→A,B→B,A→B,B⊣A",AA,AND,AND,A' = A & !B,B' = B & A,1,1,-1,1,10,10,10
63,7,2,31,"A→A,B→B,A→B,B⊣A",AA,AND,AND,A' = A & !B,B' = B & A,1,1,-1,1,11,01,11
64,7,2,31,"A→A,B→B,A→B,B⊣A",OA,AND,OR,A' = A | !B,B' = B & A,1,1,-1,1,00,10,00
64,7,2,31,"A→A,B→B,A→B,B⊣A",OA,AND,OR,A' = A | !B,B' = B & A,1,1,-1,1,01,01,00
64,7,2,31,"A→A,B→B,A→B,B⊣A",OA,AND,OR,A' = A | !B,B' = B & A,1,1,-1,1,10,10,10
64,7,2,31,"A→A,B→B,A→B,B⊣A",OA,AND,OR,A' = A | !B,B' = B & A,1,1,-1,1,11,11,11
65,7,2,31,"A→A,B→B,A→B,B⊣A",OO,OR,OR,A' = A | !B,B' = B | A,1,1,-1,1,00,10,00
65,7,2,31,"A→A,B→B,A→B,B⊣A",OO,OR,OR,A' = A | !B,B' = B | A,1,1,-1,1,01,01,01
65,7,2,31,"A→A,B→B,A→B,B⊣A",OO,OR,OR,A' = A | !B,B' = B | A,1,1,-1,1,10,10,11
65,7,2,31,"A→A,B→B,A→B,B⊣A",OO,OR,OR,A' = A | !B,B' = B | A,1,1,-1,1,11,11,11
66,7,3,32,"A→A,B→B,A⊣B,B⊣A",AA,AND,AND,A' = A & !B,B' = B & !A,1,-1,-1,1,00,00,00
66,7,3,32,"A→A,B→B,A⊣B,B⊣A",AA,AND,AND,A' = A & !B,B' = B & !A,1,-1,-1,1,01,01,01
66,7,3,32,"A→A,B→B,A⊣B,B⊣A",AA,AND,AND,A' = A & !B,B' = B & !A,1,-1,-1,1,10,10,10
66,7,3,32,"A→A,B→B,A⊣B,B⊣A",AA,AND,AND,A' = A & !B,B' = B & !A,1,-1,-1,1,11,01,10
67,7,3,32,"A→A,B→B,A⊣B,B⊣A",OA,AND,OR,A' = A | !B,B' = B & !A,1,-1,-1,1,00,10,00
67,7,3,32,"A→A,B→B,A⊣B,B⊣A",OA,AND,OR,A' = A | !B,B' = B & !A,1,-1,-1,1,01,01,01
67,7,3,32,"A→A,B→B,A⊣B,B⊣A",OA,AND,OR,A' = A | !B,B' = B & !A,1,-1,-1,1,10,10,10
67,7,3,32,"A→A,B→B,A⊣B,B⊣A",OA,AND,OR,A' = A | !B,B' = B & !A,1,-1,-1,1,11,11,10
68,7,3,32,"A→A,B→B,A⊣B,B⊣A",OO,OR,OR,A' = A | !B,B' = B | !A,1,-1,-1,1,00,10,01
68,7,3,32,"A→A,B→B,A⊣B,B⊣A",OO,OR,OR,A' = A | !B,B' = B | !A,1,-1,-1,1,01,01,01
68,7,3,32,"A→A,B→B,A⊣B,B⊣A",OO,OR,OR,A' = A | !B,B' = B | !A,1,-1,-1,1,10,10,10
68,7,3,32,"A→A,B→B,A⊣B,B⊣A",OO,OR,OR,A' = A | !B,B' = B | !A,1,-1,-1,1,11,11,11
69,7,4,33,"A→A,B⊣B,A→B,B⊣A",AA,AND,AND,A' = A & !B,B' = !B & A,1,1,-1,-1,00,00,00
69,7,4,33,"A→A,B⊣B,A→B,B⊣A",AA,AND,AND,A' = A & !B,B' = !B & A,1,1,-1,-1,01,01,00
69,7,4,33,"A→A,B⊣B,A→B,B⊣A",AA,AND,AND,A' = A & !B,B' = !B & A,1,1,-1,-1,10,10,11
69,7,4,33,"A→A,B⊣B,A→B,B⊣A",AA,AND,AND,A' = A & !B,B' = !B & A,1,1,-1,-1,11,01,10
70,7,4,33,"A→A,B⊣B,A→B,B⊣A",OA,AND,OR,A' = A | !B,B' = !B & A,1,1,-1,-1,00,10,00
70,7,4,33,"A→A,B⊣B,A→B,B⊣A",OA,AND,OR,A' = A | !B,B' = !B & A,1,1,-1,-1,01,01,00
70,7,4,33,"A→A,B⊣B,A→B,B⊣A",OA,AND,OR,A' = A | !B,B' = !B & A,1,1,-1,-1,10,10,11
70,7,4,33,"A→A,B⊣B,A→B,B⊣A",OA,AND,OR,A' = A | !B,B' = !B & A,1,1,-1,-1,11,11,10
71,7,4,33,"A→A,B⊣B,A→B,B⊣A",OO,OR,OR,A' = A | !B,B' = !B | A,1,1,-1,-1,00,10,01
71,7,4,33,"A→A,B⊣B,A→B,B⊣A",OO,OR,OR,A' = A | !B,B' = !B | A,1,1,-1,-1,01,01,00
71,7,4,33,"A→A,B⊣B,A→B,B⊣A",OO,OR,OR,A' = A | !B,B' = !B | A,1,1,-1,-1,10,10,11
71,7,4,33,"A→A,B⊣B,A→B,B⊣A",OO,OR,OR,A' = A | !B,B' = !B | A,1,1,-1,-1,11,11,11
72,7,5,34,"A→A,B⊣B,A⊣B,B→A",AA,AND,AND,A' = A & B,B' = !B & !A,1,-1,1,-1,00,00,01
72,7,5,34,"A→A,B⊣B,A⊣B,B→A",AA,AND,AND,A' = A & B,B' = !B & !A,1,-1,1,-1,01,01,00
72,7,5,34,"A→A,B⊣B,A⊣B,B→A",AA,AND,AND,A' = A & B,B' = !B & !A,1,-1,1,-1,10,00,10
72,7,5,34,"A→A,B⊣B,A⊣B,B→A",AA,AND,AND,A' = A & B,B' = !B & !A,1,-1,1,-1,11,11,10
73,7,5,34,"A→A,B⊣B,A⊣B,B→A",OA,AND,OR,A' = A | B,B' = !B & !A,1,-1,1,-1,00,00,01
73,7,5,34,"A→A,B⊣B,A⊣B,B→A",OA,AND,OR,A' = A | B,B' = !B & !A,1,-1,1,-1,01,11,00
73,7,5,34,"A→A,B⊣B,A⊣B,B→A",OA,AND,OR,A' = A | B,B' = !B & !A,1,-1,1,-1,10,10,10
73,7,5,34,"A→A,B⊣B,A⊣B,B→A",OA,AND,OR,A' = A | B,B' = !B & !A,1,-1,1,-1,11,11,10
74,7,5,34,"A→A,B⊣B,A⊣B,B→A",OO,OR,OR,A' = A | B,B' = !B | !A,1,-1,1,-1,00,00,01
74,7,5,34,"A→A,B⊣B,A⊣B,B→A",OO,OR,OR,A' = A | B,B' = !B | !A,1,-1,1,-1,01,11,01
74,7,5,34,"A→A,B⊣B,A⊣B,B→A",OO,OR,OR,A' = A | B,B' = !B | !A,1,-1,1,-1,10,10,11
74,7,5,34,"A→A,B⊣B,A⊣B,B→A",OO,OR,OR,A' = A | B,B' = !B | !A,1,-1,1,-1,11,11,10
75,7,6,35,"A→A,B⊣B,A⊣B,B⊣A",AA,AND,AND,A' = A & !B,B' = !B & !A,1,-1,-1,-1,00,00,01
75,7,6,35,"A→A,B⊣B,A⊣B,B⊣A",AA,AND,AND,A' = A & !B,B' = !B & !A,1,-1,-1,-1,01,01,00
75,7,6,35,"A→A,B⊣B,A⊣B,B⊣A",AA,AND,AND,A' = A & !B,B' = !B & !A,1,-1,-1,-1,10,10,10
75,7,6,35,"A→A,B⊣B,A⊣B,B⊣A",AA,AND,AND,A' = A & !B,B' = !B & !A,1,-1,-1,-1,11,01,10
76,7,6,35,"A→A,B⊣B,A⊣B,B⊣A",OA,AND,OR,A' = A | !B,B' = !B & !A,1,-1,-1,-1,00,10,01
76,7,6,35,"A→A,B⊣B,A⊣B,B⊣A",OA,AND,OR,A' = A | !B,B' = !B & !A,1,-1,-1,-1,01,01,00
76,7,6,35,"A→A,B⊣B,A⊣B,B⊣A",OA,AND,OR,A' = A | !B,B' = !B & !A,1,-1,-1,-1,10,10,10
76,7,6,35,"A→A,B⊣B,A⊣B,B⊣A",OA,AND,OR,A' = A | !B,B' = !B & !A,1,-1,-1,-1,11,11,10
77,7,6,35,"A→A,B⊣B,A⊣B,B⊣A",OO,OR,OR,A' = A | !B,B' = !B | !A,1,-1,-1,-1,00,10,01
77,7,6,35,"A→A,B⊣B,A⊣B,B⊣A",OO,OR,OR,A' = A | !B,B' = !B | !A,1,-1,-1,-1,01,01,01
77,7,6,35,"A→A,B⊣B,A⊣B,B⊣A",OO,OR,OR,A' = A | !B,B' = !B | !A,1,-1,-1,-1,10,10,11
77,7,6,35,"A→A,B⊣B,A⊣B,B⊣A",OO,OR,OR,A' = A | !B,B' = !B | !A,1,-1,-1,-1,11,11,10
78,7,7,36,"A⊣A,B→B,A→B,B→A",AA,AND,AND,A' = !A & B,B' = B & A,-1,1,1,1,00,00,00
78,7,7,36,"A⊣A,B→B,A→B,B→A",AA,AND,AND,A' = !A & B,B' = B & A,-1,1,1,1,01,11,00
78,7,7,36,"A⊣A,B→B,A→B,B→A",AA,AND,AND,A' = !A & B,B' = B & A,-1,1,1,1,10,00,10
78,7,7,36,"A⊣A,B→B,A→B,B→A",AA,AND,AND,A' = !A & B,B' = B & A,-1,1,1,1,11,01,11
79,7,7,36,"A⊣A,B→B,A→B,B→A",OA,AND,OR,A' = !A | B,B' = B & A,-1,1,1,1,00,10,00
79,7,7,36,"A⊣A,B→B,A→B,B→A",OA,AND,OR,A' = !A | B,B' = B & A,-1,1,1,1,01,11,00
79,7,7,36,"A⊣A,B→B,A→B,B→A",OA,AND,OR,A' = !A | B,B' = B & A,-1,1,1,1,10,00,10
79,7,7,36,"A⊣A,B→B,A→B,B→A",OA,AND,OR,A' = !A | B,B' = B & A,-1,1,1,1,11,11,11
80,7,7,36,"A⊣A,B→B,A→B,B→A",OO,OR,OR,A' = !A | B,B' = B | A,-1,1,1,1,00,10,00
80,7,7,36,"A⊣A,B→B,A→B,B→A",OO,OR,OR,A' = !A | B,B' = B | A,-1,1,1,1,01,11,01
80,7,7,36,"A⊣A,B→B,A→B,B→A",OO,OR,OR,A' = !A | B,B' = B | A,-1,1,1,1,10,00,11
80,7,7,36,"A⊣A,B→B,A→B,B→A",OO,OR,OR,A' = !A | B,B' = B | A,-1,1,1,1,11,11,11
81,7,8,37,"A⊣A,B⊣B,A→B,B→A",AA,AND,AND,A' = !A & B,B' = !B & A,-1,1,1,-1,00,00,00
81,7,8,37,"A⊣A,B⊣B,A→B,B→A",AA,AND,AND,A' = !A & B,B' = !B & A,-1,1,1,-1,01,11,00
81,7,8,37,"A⊣A,B⊣B,A→B,B→A",AA,AND,AND,A' = !A & B,B' = !B & A,-1,1,1,-1,10,00,11
81,7,8,37,"A⊣A,B⊣B,A→B,B→A",AA,AND,AND,A' = !A & B,B' = !B & A,-1,1,1,-1,11,01,10
82,7,8,37,"A⊣A,B⊣B,A→B,B→A",OA,AND,OR,A' = !A | B,B' = !B & A,-1,1,1,-1,00,10,00
82,7,8,37,"A⊣A,B⊣B,A→B,B→A",OA,AND,OR,A' = !A | B,B' = !B & A,-1,1,1,-1,01,11,00
82,7,8,37,"A⊣A,B⊣B,A→B,B→A",OA,AND,OR,A' = !A | B,B' = !B & A,-1,1,1,-1,10,00,11
82,7,8,37,"A⊣A,B⊣B,A→B,B→A",OA,AND,OR,A' = !A | B,B' = !B & A,-1,1,1,-1,11,11,10
83,7,8,37,"A⊣A,B⊣B,A→B,B→A",OO,OR,OR,A' = !A | B,B' = !B | A,-1,1,1,-1,00,10,01
83,7,8,37,"A⊣A,B⊣B,A→B,B→A",OO,OR,OR,A' = !A | B,B' = !B | A,-1,1,1,-1,01,11,00
83,7,8,37,"A⊣A,B⊣B,A→B,B→A",OO,OR,OR,A' = !A | B,B' = !B | A,-1,1,1,-1,10,00,11
83,7,8,37,"A⊣A,B⊣B,A→B,B→A",OO,OR,OR,A' = !A | B,B' = !B | A,-1,1,1,-1,11,11,11
84,7,9,38,"A⊣A,B⊣B,A→B,B⊣A",AA,AND,AND,A' = !A & !B,B' = !B & A,-1,1,-1,-1,00,10,00
84,7,9,38,"A⊣A,B⊣B,A→B,B⊣A",AA,AND,AND,A' = !A & !B,B' = !B & A,-1,1,-1,-1,01,01,00
84,7,9,38,"A⊣A,B⊣B,A→B,B⊣A",AA,AND,AND,A' = !A & !B,B' = !B & A,-1,1,-1,-1,10,00,11
84,7,9,38,"A⊣A,B⊣B,A→B,B⊣A",AA,AND,AND,A' = !A & !B,B' = !B & A,-1,1,-1,-1,11,01,10
85,7,9,38,"A⊣A,B⊣B,A→B,B⊣A",OA,AND,OR,A' = !A | !B,B' = !B & A,-1,1,-1,-1,00,10,00
85,7,9,38,"A⊣A,B⊣B,A→B,B⊣A",OA,AND,OR,A' = !A | !B,B' = !B & A,-1,1,-1,-1,01,11,00
85,7,9,38,"A⊣A,B⊣B,A→B,B⊣A",OA,AND,OR,A' = !A | !B,B' = !B & A,-1,1,-1,-1,10,10,11
85,7,9,38,"A⊣A,B⊣B,A→B,B⊣A",OA,AND,OR,A' = !A | !B,B' = !B & A,-1,1,-1,-1,11,01,10
86,7,9,38,"A⊣A,B⊣B,A→B,B⊣A",OO,OR,OR,A' = !A | !B,B' = !B | A,-1,1,-1,-1,00,10,01
86,7,9,38,"A⊣A,B⊣B,A→B,B⊣A",OO,OR,OR,A' = !A | !B,B' = !B | A,-1,1,-1,-1,01,11,00
86,7,9,38,"A⊣A,B⊣B,A→B,B⊣A",OO,OR,OR,A' = !A | !B,B' = !B | A,-1,1,-1,-1,10,10,11
86,7,9,38,"A⊣A,B⊣B,A→B,B⊣A",OO,OR,OR,A' = !A | !B,B' = !B | A,-1,1,-1,-1,11,01,11
87,7,10,39,"A⊣A,B⊣B,A⊣B,B⊣A",AA,AND,AND,A' = !A & !B,B' = !B & !A,-1,-1,-1,-1,00,10,01
87,7,10,39,"A⊣A,B⊣B,A⊣B,B⊣A",AA,AND,AND,A' = !A & !B,B' = !B & !A,-1,-1,-1,-1,01,01,00
87,7,10,39,"A⊣A,B⊣B,A⊣B,B⊣A",AA,AND,AND,A' = !A & !B,B' = !B & !A,-1,-1,-1,-1,10,00,10
87,7,10,39,"A⊣A,B⊣B,A⊣B,B⊣A",AA,AND,AND,A' = !A & !B,B' = !B & !A,-1,-1,-1,-1,11,01,10
88,7,10,39,"A⊣A,B⊣B,A⊣B,B⊣A",OA,AND,OR,A' = !A | !B,B' = !B & !A,-1,-1,-1,-1,00,10,01
88,7,10,39,"A⊣A,B⊣B,A⊣B,B⊣A",OA,AND,OR,A' = !A | !B,B' = !B & !A,-1,-1,-1,-1,01,11,00
88,7,10,39,"A⊣A,B⊣B,A⊣B,B⊣A",OA,AND,OR,A' = !A | !B,B' = !B & !A,-1,-1,-1,-1,10,10,10
88,7,10,39,"A⊣A,B⊣B,A⊣B,B⊣A",OA,AND,OR,A' = !A | !B,B' = !B & !A,-1,-1,-1,-1,11,01,10
89,7,10,39,"A⊣A,B⊣B,A⊣B,B⊣A",OO,OR,OR,A' = !A | !B,B' = !B | !A,-1,-1,-1,-1,00,10,01
89,7,10,39,"A⊣A,B⊣B,A⊣B,B⊣A",OO,OR,OR,A' = !A | !B,B' = !B | !A,-1,-1,-1,-1,01,11,01
89,7,10,39,"A⊣A,B⊣B,A⊣B,B⊣A",OO,OR,OR,A' = !A | !B,B' = !B | !A,-1,-1,-1,-1,10,10,11
89,7,10,39,"A⊣A,B⊣B,A⊣B,B⊣A",OO,OR,OR,A' = !A | !B,B' = !B | !A,-1,-1,-1,-1,11,01,10
